選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,所属チーム,birthday,主な獲得タイトル
800081,https://baseball.yahoo.co.jp/npb/player/800081/top,中村 晃,ナカムラ アキラ,福岡ソフトバンクホークス,7,外野手,埼玉,1989年11月5日,175cm,81kg,O,左投げ左打ち,2007年,（高）3巡目,帝京高（甲）－ソフトバンク,帝京高,ソフトバンク,1989-11-5,（安）14（ゴ）20～23
1000128,https://baseball.yahoo.co.jp/npb/player/1000128/top,柳田 悠岐,ヤナギタ ユウキ,福岡ソフトバンクホークス,9,外野手,広島,1988年10月9日,188cm,93kg,AB,右投げ左打ち,2010年,2位,広島商高－広島経済大－ソフトバンク,広島商高,ソフトバンク,1988-10-9,（首）15、18（安）20、23（出）15～18（優）15、20（ベ）14、15、17、18、20～23（ゴ）14、15、17、18、20、21
1900100,https://baseball.yahoo.co.jp/npb/player/1900100/top,佐藤 直樹,サトウ ナオキ,福岡ソフトバンクホークス,30,外野手,兵庫,1998年9月3日,177cm,88kg,AB,右投げ右打ち,2019年,1位,報徳学園高－JR西日本－ソフトバンク,報徳学園高,ソフトバンク,1998-9-3,
2103735,https://baseball.yahoo.co.jp/npb/player/2103735/top,正木 智也,マサキ トモヤ,福岡ソフトバンクホークス,31,外野手,東京,1999年11月5日,182cm,92kg,O,右投げ右打ち,2021年,2位,慶応高－慶応大－ソフトバンク,慶応高,ソフトバンク,1999-11-5,
1900104,https://baseball.yahoo.co.jp/npb/player/1900104/top,柳町 達,ヤナギマチ タツル,福岡ソフトバンクホークス,32,外野手,茨城,1997年4月20日,180cm,80kg,B,右投げ左打ち,2019年,5位,慶応高－慶応大－ソフトバンク,慶応高,ソフトバンク,1997-4-20,
2000109,https://baseball.yahoo.co.jp/npb/player/2000109/top,笹川 吉康,ササガワ ヨシヤス,福岡ソフトバンクホークス,44,外野手,神奈川,2002年5月31日,193cm,95kg,A,左投げ左打ち,2020年,2位,横浜商高－ソフトバンク,横浜商高,ソフトバンク,2002-5-31,
2000117,https://baseball.yahoo.co.jp/npb/player/2000117/top,緒方 理貢,オガタ リク,福岡ソフトバンクホークス,57,外野手,宮崎,1998年9月22日,174cm,72kg,A,右投げ左打ち,2020年,（育）5位,京都外大西高－駒沢大－ソフトバンク,京都外大西高,ソフトバンク,1998-9-22,
1650813,https://baseball.yahoo.co.jp/npb/player/1650813/top,川村 友斗,カワムラ ユウト,福岡ソフトバンクホークス,61,外野手,北海道,1999年8月13日,181cm,88kg,O,右投げ左打ち,2021年,（育）2位,北海高（甲）－仙台大－ソフトバンク,北海高,ソフトバンク,1999-8-13,
2103700,https://baseball.yahoo.co.jp/npb/player/2103700/top,大友 宗,オオトモ ソウ,福岡ソフトバンクホークス,125,捕手,大阪,1999年7月23日,181cm,86kg,A,右投げ右打ち,2024年,（育）3位,京都・鳥羽高－帝京大－日本通運－BCリーグ・茨城－ソフトバンク,京都・鳥羽高,ソフトバンク,1999-7-23,
2102423,https://baseball.yahoo.co.jp/npb/player/2102423/top,加藤 晴空,カトウ ソラ,福岡ソフトバンクホークス,151,捕手,佐賀,2003年4月28日,175cm,79kg,A,右投げ左打ち,2021年,（育）10位,東明館高（甲）－ソフトバンク,東明館高,ソフトバンク,2003-4-28,
2104879,https://baseball.yahoo.co.jp/npb/player/2104879/top,盛島 稜大,モリシマ リョウタ,福岡ソフトバンクホークス,171,捕手,沖縄,2004年5月27日,187cm,104kg,B,右投げ右打ち,2022年,（育）14位,興南高（甲）－ソフトバンク,興南高,ソフトバンク,2004-5-27,
2117393,https://baseball.yahoo.co.jp/npb/player/2117393/top,ザイレン,ザイレン,福岡ソフトバンクホークス,121,内野手,静岡,2006年5月29日,180cm,85kg,B,右投げ右打ち,2024年,（育）2位,浜松商高－ソフトバンク,浜松商高,ソフトバンク,2006-5-29,
2103687,https://baseball.yahoo.co.jp/npb/player/2103687/top,藤野 恵音,フジノ ケイオ,福岡ソフトバンクホークス,122,内野手,福岡,2003年8月23日,181cm,79kg,O,右投げ右打ち,2021年,（育）1位,戸畑高－ソフトバンク,戸畑高,ソフトバンク,2003-8-23,
2000115,https://baseball.yahoo.co.jp/npb/player/2000115/top,桑原 秀侍,クワハラ シュウジ,福岡ソフトバンクホークス,124,内野手,熊本,2002年5月29日,176cm,82kg,A,右投げ右打ち,2020年,（育）3位,神村学園高（甲）－ソフトバンク,神村学園高,ソフトバンク,2002-5-29,
2117753,https://baseball.yahoo.co.jp/npb/player/2117753/top,広瀬 結煌,ヒロセ ユウキ,福岡ソフトバンクホークス,127,内野手,千葉,2007年2月2日,182cm,75kg,A,右投げ右打ち,2024年,（育）4位,市松戸高－ソフトバンク,市松戸高,ソフトバンク,2007-2-2,
2104976,https://baseball.yahoo.co.jp/npb/player/2104976/top,佐倉 侠史朗,サクラ キョウシロウ,福岡ソフトバンクホークス,129,内野手,福岡,2005年11月3日,183cm,105kg,A,右投げ左打ち,2023年,（育）3位,九州国際大付高（甲）－ソフトバンク,九州国際大付高,ソフトバンク,2005-11-3,
1900108,https://baseball.yahoo.co.jp/npb/player/1900108/top,勝連 大稀,カツレン ハルキ,福岡ソフトバンクホークス,130,内野手,沖縄,2001年4月30日,175cm,70kg,B,右投げ左打ち,2019年,（育）4位,興南高（甲）－ソフトバンク,興南高,ソフトバンク,2001-4-30,
2106340,https://baseball.yahoo.co.jp/npb/player/2106340/top,中澤 恒貴,ナカザワ コウキ,福岡ソフトバンクホークス,131,内野手,東京,2005年7月3日,179cm,81kg,O,右投げ右打ち,2023年,（育）4位,八戸学院光星高（甲）－ソフトバンク,八戸学院光星高,ソフトバンク,2005-7-3,
2100447,https://baseball.yahoo.co.jp/npb/player/2100447/top,山下 恭吾,ヤマシタ キョウゴ,福岡ソフトバンクホークス,159,内野手,福岡,2004年7月7日,175cm,76kg,AB,右投げ右打ち,2022年,（育）2位,福岡大大濠高（甲）－ソフトバンク,福岡大大濠高,ソフトバンク,2004-7-7,
2000111,https://baseball.yahoo.co.jp/npb/player/2000111/top,川原田 純平,カワラダ ジュンペイ,福岡ソフトバンクホークス,167,内野手,岩手,2002年5月21日,168cm,72kg,O,右投げ右打ち,2020年,4位,青森山田高－ソフトバンク,青森山田高,ソフトバンク,2002-5-21,
2107684,https://baseball.yahoo.co.jp/npb/player/2107684/top,西尾 歩真,ニシオ アユマ,福岡ソフトバンクホークス,170,内野手,三重,2000年6月20日,167cm,66kg,O,右投げ左打ち,2022年,（育）13位,中京学院大中京高－中京学院大－ソフトバンク,中京学院大中京高,ソフトバンク,2000-6-20,
2112789,https://baseball.yahoo.co.jp/npb/player/2112789/top,アルモンテ,アルモンテ,福岡ソフトバンクホークス,175,内野手,ドミニカ共和国,2007年12月2日,185cm,82kg,不明,右投げ右打ち,--,--,ソフトバンク,ソフトバンク,ソフトバンク,2007-12-2,
2107184,https://baseball.yahoo.co.jp/npb/player/2107184/top,大泉 周也,オオイズミ シュウヤ,福岡ソフトバンクホークス,123,外野手,山形,1999年9月16日,173cm,89kg,O,左投げ左打ち,2023年,（育）1位,山形中央高－日本製鉄鹿島－BCリーグ・福島－ソフトバンク,山形中央高,ソフトバンク,1999-9-16,
2117840,https://baseball.yahoo.co.jp/npb/player/2117840/top,漁府 輝羽,ギョフ コウハ,福岡ソフトバンクホークス,143,外野手,岡山,2002年7月16日,183cm,96kg,A,右投げ右打ち,2024年,（育）10位,おかやま山陽高－東北福祉大－ソフトバンク,おかやま山陽高,ソフトバンク,2002-7-16,
2105888,https://baseball.yahoo.co.jp/npb/player/2105888/top,シモン,シモン,福岡ソフトバンクホークス,144,外野手,ドミニカ共和国,2004年9月18日,185cm,79kg,不明,右投げ右打ち,--,--,バシカ・KM59高－ソフトバンク,バシカ・KM59高,ソフトバンク,2004-9-18,
2117777,https://baseball.yahoo.co.jp/npb/player/2117777/top,木下 勇人,キノシタ ハヤト,福岡ソフトバンクホークス,147,外野手,沖縄,2006年8月16日,178cm,68kg,O,右投げ左打ち,2024年,（育）11位,千葉経大付高－ソフトバンク,千葉経大付高,ソフトバンク,2006-8-16,
2103876,https://baseball.yahoo.co.jp/npb/player/2103876/top,山本 恵大,ヤマモト ケイタ,福岡ソフトバンクホークス,150,外野手,東京,1999年8月6日,182cm,93kg,O,右投げ左打ち,2021年,（育）9位,国士舘高－明星大－ソフトバンク,国士舘高,ソフトバンク,1999-8-6,
2107661,https://baseball.yahoo.co.jp/npb/player/2107661/top,生海,イクミ,福岡ソフトバンクホークス,154,外野手,福岡,2000年7月11日,183cm,96kg,B,右投げ左打ち,2022年,3位,九州国際大付高－東北福祉大－ソフトバンク,九州国際大付高,ソフトバンク,2000-7-11,
2107769,https://baseball.yahoo.co.jp/npb/player/2107769/top,重松 凱人,シゲマツ カイト,福岡ソフトバンクホークス,166,外野手,福岡,2000年4月12日,187cm,96kg,A,右投げ右打ち,2022年,（育）9位,戸畑高－亜細亜大－ソフトバンク,戸畑高,ソフトバンク,2000-4-12,
2106342,https://baseball.yahoo.co.jp/npb/player/2106342/top,佐藤 航太,サトウ コウタ,福岡ソフトバンクホークス,168,外野手,東京,2004年4月7日,184cm,77kg,A,右投げ右打ち,2022年,（育）11位,八戸学院光星高（甲）－ソフトバンク,八戸学院光星高,ソフトバンク,2004-4-7,
2108930,https://baseball.yahoo.co.jp/npb/player/2108930/top,オスーナ,オスーナ,福岡ソフトバンクホークス,173,外野手,ドミニカ共和国,2007年3月27日,185cm,82kg,不明,右投げ右打ち,--,--,フェアモールアレグリア高－ソフトバンク,フェアモールアレグリア高,ソフトバンク,2007-3-27,
700065,https://baseball.yahoo.co.jp/npb/player/700065/top,岸 孝之,キシ タカユキ,東北楽天ゴールデンイーグルス,11,投手,宮城,1984年12月4日,180cm,77kg,A,右投げ右打ち,2006年,希望枠,名取北高－東北学院大－西武－楽天,名取北高,楽天,1984-12-4,（率）14（防）18（ゴ）18
1200117,https://baseball.yahoo.co.jp/npb/player/1200117/top,則本 昂大,ノリモト タカヒロ,東北楽天ゴールデンイーグルス,14,投手,滋賀,1990年12月17日,178cm,82kg,A,右投げ左打ち,2012年,2位,八幡商高－三重中京大－楽天,八幡商高,楽天,1990-12-17,（振）14～18（セ）24（新）13
1961886,https://baseball.yahoo.co.jp/npb/player/1961886/top,ハワード,ハワード,東北楽天ゴールデンイーグルス,15,投手,アメリカ,1996年7月28日,190cm,95kg,不明,右投げ右打ち,--,--,カリフォルニア・ポリテクニック州立大－フィリーズ－レンジャーズ－ジャイアンツ－ガーディアンズ－3Aサクラメント－楽天,カリフォルニア・ポリテクニック州立大,楽天,1996-7-28,
2110316,https://baseball.yahoo.co.jp/npb/player/2110316/top,古謝 樹,コジャ タツキ,東北楽天ゴールデンイーグルス,17,投手,神奈川,2001年8月18日,182cm,75kg,O,左投げ左打ち,2023年,1位,湘南学院高－桐蔭横浜大－楽天,湘南学院高,楽天,2001-8-18,
2106793,https://baseball.yahoo.co.jp/npb/player/2106793/top,荘司 康誠,ショウジ コウセイ,東北楽天ゴールデンイーグルス,19,投手,新潟,2000年10月13日,189cm,86kg,B,右投げ右打ち,2022年,1位,新潟明訓高－立教大－楽天,新潟明訓高,楽天,2000-10-13,
1560685,https://baseball.yahoo.co.jp/npb/player/1560685/top,ターリー,ターリー,東北楽天ゴールデンイーグルス,20,投手,アメリカ,1989年9月11日,193cm,104kg,不明,左投げ左打ち,--,--,ハーバード・ウェストレイク高－ツインズ－パイレーツ－3Aシャーロット－広島－楽天,ハーバード・ウェストレイク高,楽天,1989-9-11,
2000121,https://baseball.yahoo.co.jp/npb/player/2000121/top,早川 隆久,ハヤカワ タカヒサ,東北楽天ゴールデンイーグルス,21,投手,千葉,1998年7月6日,180cm,76kg,B,左投げ左打ち,2020年,1位,木更津総合高（甲）－早稲田大－楽天,木更津総合高,楽天,1998-7-6,
1551037,https://baseball.yahoo.co.jp/npb/player/1551037/top,小孫 竜二,コマゴ リュウジ,東北楽天ゴールデンイーグルス,22,投手,石川,1997年9月15日,180cm,88kg,O,右投げ右打ち,2022年,2位,遊学館高（甲）－創価大－鷺宮製作所－楽天,遊学館高,楽天,1997-9-15,
1850921,https://baseball.yahoo.co.jp/npb/player/1850921/top,中込 陽翔,ナカゴミ ハルト,東北楽天ゴールデンイーグルス,26,投手,山梨,2002年1月23日,175cm,83kg,B,右投げ右打ち,2024年,3位,山梨学院大付高（甲）－山梨学院大－四国ILplus・徳島－楽天,山梨学院大付高,楽天,2002-1-23,
1600142,https://baseball.yahoo.co.jp/npb/player/1600142/top,酒居 知史,サカイ トモヒト,東北楽天ゴールデンイーグルス,28,投手,大阪,1993年1月2日,178cm,80kg,A,右投げ右打ち,2016年,2位,龍谷大平安高（甲）－大阪体育大－大阪ガス－ロッテ－楽天,龍谷大平安高,楽天,1993-1-2,
2108444,https://baseball.yahoo.co.jp/npb/player/2108444/top,德山 一翔,トクヤマ カズト,東北楽天ゴールデンイーグルス,29,投手,徳島,2002年4月11日,177cm,87kg,A,左投げ左打ち,2024年,2位,鳴門渦潮高－環太平洋大－楽天,鳴門渦潮高,楽天,2002-4-11,
2105140,https://baseball.yahoo.co.jp/npb/player/2105140/top,渡辺 翔太,ワタナベ ショウタ,東北楽天ゴールデンイーグルス,31,投手,福岡,2000年10月29日,182cm,90kg,A,右投げ右打ち,2022年,3位,北九州高－九州産業大－楽天,北九州高,楽天,2000-10-29,
1800120,https://baseball.yahoo.co.jp/npb/player/1800120/top,弓削 隼人,ユゲ ハヤト,東北楽天ゴールデンイーグルス,38,投手,栃木,1994年4月6日,193cm,105kg,AB,左投げ左打ち,2018年,4位,佐野日大高－日本大－SUBARU－楽天,佐野日大高,楽天,1994-4-6,
2112429,https://baseball.yahoo.co.jp/npb/player/2112429/top,江原 雅裕,エハラ マサヒロ,東北楽天ゴールデンイーグルス,40,投手,福岡,2000年8月3日,186cm,93kg,A,右投げ右打ち,2024年,4位,天理高－国学院大－日鉄ステンレス－楽天,天理高,楽天,2000-8-3,
1300076,https://baseball.yahoo.co.jp/npb/player/1300076/top,加治屋 蓮,カジヤ レン,東北楽天ゴールデンイーグルス,41,投手,宮崎,1991年11月25日,185cm,90kg,B,右投げ右打ち,2013年,1位,宮崎・福島高－JR九州－ソフトバンク－阪神－楽天,宮崎・福島高,楽天,1991-11-25,
1600012,https://baseball.yahoo.co.jp/npb/player/1600012/top,宋 家豪,ソン チャーホウ,東北楽天ゴールデンイーグルス,43,投手,台湾,1992年9月6日,185cm,92kg,不明,右投げ左打ち,--,--,台湾国立体育大－楽天,台湾国立体育大,楽天,1992-9-6,
2103736,https://baseball.yahoo.co.jp/npb/player/2103736/top,松井 友飛,マツイ トモタカ,東北楽天ゴールデンイーグルス,45,投手,石川,1999年10月11日,190cm,87kg,A,右投げ右打ち,2021年,5位,穴水高－金沢学院大－楽天,穴水高,楽天,1999-10-11,
1600092,https://baseball.yahoo.co.jp/npb/player/1600092/top,藤平 尚真,フジヒラ ショウマ,東北楽天ゴールデンイーグルス,46,投手,千葉,1998年9月21日,185cm,85kg,O,右投げ右打ち,2016年,1位,横浜高（甲）－楽天,横浜高,楽天,1998-9-21,
2000123,https://baseball.yahoo.co.jp/npb/player/2000123/top,藤井 聖,フジイ マサル,東北楽天ゴールデンイーグルス,47,投手,神奈川,1996年10月3日,176cm,80kg,O,左投げ左打ち,2020年,3位,富士市立高－東洋大－ENEOS－楽天,富士市立高,楽天,1996-10-3,
1750493,https://baseball.yahoo.co.jp/npb/player/1750493/top,西垣 雅矢,ニシガキ マサヤ,東北楽天ゴールデンイーグルス,49,投手,兵庫,1999年6月21日,184cm,88kg,B,右投げ左打ち,2021年,6位,報徳学園高（甲）－早稲田大－楽天,報徳学園高,楽天,1999-6-21,
