選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,出身大学,所属チーム,birthday,主な獲得タイトル
1900010,https://baseball.yahoo.co.jp/npb/player/1900010/top,スチュワート・ジュニア,スチュワート・ジュニア,福岡ソフトバンクホークス,2,投手,アメリカ,1999年11月2日,198cm,101kg,不明,右投右打,--,--,東フロリダ州立短大－ソフトバンク,東フロリダ州立短大,,ソフトバンク,1999-11-2,
1100099,https://baseball.yahoo.co.jp/npb/player/1100099/top,上沢 直之,上沢 直之,福岡ソフトバンクホークス,10,投手,千葉,1994年2月6日,188cm,89kg,A,右投右打,2011年,6位,専大松戸高－日本ハム－レイズ－レッドソックス－3Aウースター－ソフトバンク,専大松戸高,,ソフトバンク,1994-2-6,
1900102,https://baseball.yahoo.co.jp/npb/player/1900102/top,津森 宥紀,津森 宥紀,福岡ソフトバンクホークス,11,投手,和歌山,1998年1月21日,176cm,86kg,O,右投右打,2019年,3位,和歌山東高－東北福祉大－ソフトバンク,和歌山東高,東北福祉大,ソフトバンク,1998-1-21,
2103605,https://baseball.yahoo.co.jp/npb/player/2103605/top,稲川 竜汰,稲川 竜汰,福岡ソフトバンクホークス,13,投手,山口,2004年2月25日,184cm,90kg,A,右投右打,2025年,2位,折尾愛真高－九州共立大－ソフトバンク,折尾愛真高,九州共立大,ソフトバンク,2004-2-25,
1200106,https://baseball.yahoo.co.jp/npb/player/1200106/top,東浜 巨,東浜 巨,福岡ソフトバンクホークス,16,投手,沖縄,1990年6月20日,182cm,81kg,A,右投右打,2012年,1位,沖縄尚学高（甲）－亜細亜大－ソフトバンク,沖縄尚学高,亜細亜大,ソフトバンク,1990-6-20,（勝）17
2100596,https://baseball.yahoo.co.jp/npb/player/2100596/top,徐 若熙,徐 若熙,福岡ソフトバンクホークス,18,投手,台湾,2000年11月1日,180cm,76kg,不明,右投右打,--,--,平鎮高－台湾・味全－ソフトバンク,平鎮高,,ソフトバンク,2000-11-1,
1550517,https://baseball.yahoo.co.jp/npb/player/1550517/top,大津 亮介,大津 亮介,福岡ソフトバンクホークス,19,投手,福岡,1999年1月13日,175cm,67kg,B,右投左打,2022年,2位,九産大九州高（甲）－帝京大－日本製鉄鹿島－ソフトバンク,九産大九州高,帝京大,ソフトバンク,1999-1-13,
2114798,https://baseball.yahoo.co.jp/npb/player/2114798/top,村上 泰斗,村上 泰斗,福岡ソフトバンクホークス,20,投手,兵庫,2007年2月20日,179cm,76kg,A,右投両打,2024年,1位,神戸弘陵高－ソフトバンク,神戸弘陵高,,ソフトバンク,2007-2-20,
2112130,https://baseball.yahoo.co.jp/npb/player/2112130/top,藤原 大翔,藤原 大翔,福岡ソフトバンクホークス,22,投手,福岡,2005年12月26日,177cm,73kg,B,右投右打,2023年,（育）6位,飯塚高－ソフトバンク,飯塚高,,ソフトバンク,2005-12-26,
2102969,https://baseball.yahoo.co.jp/npb/player/2102969/top,鈴木 豪太,鈴木 豪太,福岡ソフトバンクホークス,26,投手,滋賀,2003年8月31日,175cm,86kg,A,右投右打,2025年,3位,東海大静岡翔洋高－大阪商業大－ソフトバンク,東海大静岡翔洋高,大阪商業大,ソフトバンク,2003-8-31,
2108558,https://baseball.yahoo.co.jp/npb/player/2108558/top,岩井 俊介,岩井 俊介,福岡ソフトバンクホークス,27,投手,愛知,2001年7月30日,181cm,93kg,O,右投右打,2023年,2位,京都翔英高－名城大－ソフトバンク,京都翔英高,名城大,ソフトバンク,2001-7-30,
2110134,https://baseball.yahoo.co.jp/npb/player/2110134/top,安德 駿,安德 駿,福岡ソフトバンクホークス,28,投手,福岡,2002年5月18日,177cm,83kg,B,右投右打,2024年,3位,久留米商高－富士大－ソフトバンク,久留米商高,富士大,ソフトバンク,2002-5-18,
1600064,https://baseball.yahoo.co.jp/npb/player/1600064/top,大江 竜聖,大江 竜聖,福岡ソフトバンクホークス,29,投手,神奈川,1999年1月15日,173cm,79kg,A,左投左打,2016年,6位,二松学舎大付高（甲）－巨人－ソフトバンク,二松学舎大付高,,ソフトバンク,1999-1-15,
1800054,https://baseball.yahoo.co.jp/npb/player/1800054/top,中村 稔弥,中村 稔弥,福岡ソフトバンクホークス,30,投手,長崎,1996年7月8日,178cm,84kg,A,左投左打,2018年,5位,清峰高－亜細亜大－ロッテ－ソフトバンク,清峰高,亜細亜大,ソフトバンク,1996-7-8,
1700011,https://baseball.yahoo.co.jp/npb/player/1700011/top,モイネロ,モイネロ,福岡ソフトバンクホークス,35,投手,キューバ,1995年12月8日,178cm,69kg,不明,左投左打,--,--,エイデデピナールデルリオ高－キューバ・ピナールデルリオ－ソフトバンク,エイデデピナールデルリオ高,,ソフトバンク,1995-12-8,（防）24、25（中）20（優）25（ベ）25（ゴ）24
1800107,https://baseball.yahoo.co.jp/npb/player/1800107/top,杉山 一樹,杉山 一樹,福岡ソフトバンクホークス,40,投手,静岡,1997年12月7日,192cm,106kg,A,右投右打,2018年,2位,駿河総合高－三菱重工広島－ソフトバンク,駿河総合高,,ソフトバンク,1997-12-7,（セ）25
2104078,https://baseball.yahoo.co.jp/npb/player/2104078/top,前田 悠伍,前田 悠伍,福岡ソフトバンクホークス,41,投手,滋賀,2005年8月4日,180cm,86kg,A,左投左打,2023年,1位,大阪桐蔭高（甲）－ソフトバンク,大阪桐蔭高,,ソフトバンク,2005-8-4,
2000008,https://baseball.yahoo.co.jp/npb/player/2000008/top,伊藤 優輔,伊藤 優輔,福岡ソフトバンクホークス,42,投手,東京,1997年1月14日,179cm,78kg,O,右投右打,2020年,4位,小山台高（甲）－中央大－三菱パワー－巨人－ソフトバンク,小山台高,中央大,ソフトバンク,1997-1-14,
1900106,https://baseball.yahoo.co.jp/npb/player/1900106/top,大関 友久,大関 友久,福岡ソフトバンクホークス,47,投手,茨城,1997年12月14日,185cm,84kg,A,左投左打,2019年,（育）2位,土浦湖北高－仙台大－ソフトバンク,土浦湖北高,仙台大,ソフトバンク,1997-12-14,（率）25
1400176,https://baseball.yahoo.co.jp/npb/player/1400176/top,藤井 皓哉,藤井 皓哉,福岡ソフトバンクホークス,48,投手,岡山,1996年7月29日,183cm,87kg,AB,右投左打,2014年,4位,おかやま山陽高－広島－四国ILplus・高知－ソフトバンク,おかやま山陽高,,ソフトバンク,1996-7-29,
2107909,https://baseball.yahoo.co.jp/npb/player/2107909/top,松本 晴,松本 晴,福岡ソフトバンクホークス,49,投手,大阪,2001年2月24日,181cm,90kg,A,左投左打,2022年,5位,樟南高－亜細亜大－ソフトバンク,樟南高,亜細亜大,ソフトバンク,2001-2-24,
2121610,https://baseball.yahoo.co.jp/npb/player/2121610/top,相良 雅斗,相良 雅斗,福岡ソフトバンクホークス,50,投手,愛知,2003年9月24日,182cm,73kg,A,右投右打,2025年,4位,豊田大谷高－岐阜協立大－ソフトバンク,豊田大谷高,岐阜協立大,ソフトバンク,2003-9-24,
2107792,https://baseball.yahoo.co.jp/npb/player/2107792/top,前田 純,前田 純,福岡ソフトバンクホークス,51,投手,沖縄,2000年6月4日,189cm,96kg,不明,左投左打,2022年,（育）10位,中部商高－日本文理大－ソフトバンク,中部商高,日本文理大,ソフトバンク,2000-6-4,
2110167,https://baseball.yahoo.co.jp/npb/player/2110167/top,大山 凌,大山 凌,福岡ソフトバンクホークス,53,投手,栃木,2002年3月27日,179cm,82kg,B,右投右打,2023年,6位,白鴎大足利高－東日本国際大－ソフトバンク,白鴎大足利高,東日本国際大,ソフトバンク,2002-3-27,
1560184,https://baseball.yahoo.co.jp/npb/player/1560184/top,オスナ,オスナ,福岡ソフトバンクホークス,54,投手,メキシコ,1995年2月7日,188cm,104kg,不明,右投右打,--,--,ホセマリアモレロスパボン高－メキシコ・メキシコシティ－ブルージェイズ－アストロズ－メキシコ・メキシコシティ－ロッテ－ソフトバンク,ホセマリアモレロスパボン高,,ソフトバンク,1995-2-7,
2100009,https://baseball.yahoo.co.jp/npb/player/2100009/top,木村 大成,木村 大成,福岡ソフトバンクホークス,58,投手,北海道,2003年9月12日,180cm,83kg,A,左投左打,2021年,3位,北海高（甲）－ソフトバンク,北海高,,ソフトバンク,2003-9-12,
2103847,https://baseball.yahoo.co.jp/npb/player/2103847/top,大竹 風雅,大竹 風雅,福岡ソフトバンクホークス,59,投手,福島,1999年8月22日,186cm,90kg,A,右投左打,2021年,5位,光南高－東北福祉大－ソフトバンク,光南高,東北福祉大,ソフトバンク,1999-8-22,
2104898,https://baseball.yahoo.co.jp/npb/player/2104898/top,大野 稼頭央,大野 稼頭央,福岡ソフトバンクホークス,60,投手,鹿児島,2004年8月6日,176cm,68kg,B,左投左打,2022年,4位,鹿児島・大島高（甲）－ソフトバンク,鹿児島・大島高,,ソフトバンク,2004-8-6,
1961052,https://baseball.yahoo.co.jp/npb/player/1961052/top,ヘルナンデス,ヘルナンデス,福岡ソフトバンクホークス,63,投手,ベネズエラ,1996年12月17日,188cm,115kg,不明,左投左打,--,--,	ボリバリアーノサンフランシスコデアシス高－レッドソックス－3Aノーフォーク－ソフトバンク,	ボリバリアーノサンフランシスコデアシス高,,ソフトバンク,1996-12-17,
1800043,https://baseball.yahoo.co.jp/npb/player/1800043/top,上茶谷 大河,上茶谷 大河,福岡ソフトバンクホークス,64,投手,京都,1996年8月31日,181cm,89kg,B,右投右打,2018年,1位,京都学園高－東洋大－DeNA－ソフトバンク,京都学園高,東洋大,ソフトバンク,1996-8-31,
1400126,https://baseball.yahoo.co.jp/npb/player/1400126/top,松本 裕樹,松本 裕樹,福岡ソフトバンクホークス,66,投手,神奈川,1996年4月14日,182cm,84kg,A,右投左打,2014年,1位,盛岡大付高（甲）－ソフトバンク,盛岡大付高,,ソフトバンク,1996-4-14,（中）25
1851115,https://baseball.yahoo.co.jp/npb/player/1851115/top,木村 光,木村 光,福岡ソフトバンクホークス,68,投手,奈良,2000年7月2日,173cm,77kg,B,右投左打,2022年,（育）3位,奈良大付高（甲）－佛教大－ソフトバンク,奈良大付高,佛教大,ソフトバンク,2000-7-2,
1950317,https://baseball.yahoo.co.jp/npb/player/1950317/top,岩崎 峻典,岩崎 峻典,福岡ソフトバンクホークス,69,投手,大阪,2003年3月11日,177cm,85kg,A,右投右打,2024年,6位,履正社高（甲）－東洋大－ソフトバンク,履正社高,東洋大,ソフトバンク,2003-3-11,
2103731,https://baseball.yahoo.co.jp/npb/player/2103731/top,長谷川 威展,長谷川 威展,福岡ソフトバンクホークス,120,投手,埼玉,1999年8月9日,178cm,88kg,AB,左投左打,2021年,6位,花咲徳栄高－金沢学院大－日本ハム－ソフトバンク,花咲徳栄高,金沢学院大,ソフトバンク,1999-8-9,
2112179,https://baseball.yahoo.co.jp/npb/player/2112179/top,宮里 優吾,宮里 優吾,福岡ソフトバンクホークス,126,投手,東京,2001年9月27日,182cm,84kg,A,右投右打,2023年,（育）2位,岩倉高－東京農業大－ソフトバンク,岩倉高,東京農業大,ソフトバンク,2001-9-27,
2111699,https://baseball.yahoo.co.jp/npb/player/2111699/top,河野 伸一朗,河野 伸一朗,福岡ソフトバンクホークス,128,投手,宮崎,2006年8月20日,190cm,83kg,A,左投左打,2024年,（育）5位,宮崎学園高（甲）－ソフトバンク,宮崎学園高,,ソフトバンク,2006-8-20,
2112325,https://baseball.yahoo.co.jp/npb/player/2112325/top,川口 冬弥,川口 冬弥,福岡ソフトバンクホークス,132,投手,奈良,1999年10月26日,187cm,87kg,A,右投右打,2024年,（育）6位,東海大菅生高－城西国際大－ハナマウイ－四国ILplus・徳島－ソフトバンク,東海大菅生高,城西国際大,ソフトバンク,1999-10-26,
1950091,https://baseball.yahoo.co.jp/npb/player/1950091/top,村田 賢一,村田 賢一,福岡ソフトバンクホークス,134,投手,千葉,2001年8月31日,179cm,90kg,O,右投右打,2023年,4位,春日部共栄高（甲）－明治大－ソフトバンク,春日部共栄高,明治大,ソフトバンク,2001-8-31,
2105885,https://baseball.yahoo.co.jp/npb/player/2105885/top,アルメンタ,アルメンタ,福岡ソフトバンクホークス,135,投手,メキシコ,2004年6月26日,185cm,79kg,不明,左投左打,--,--,エスクエラ・テクニカ高－メキシコ・キンタナロー－ソフトバンク,エスクエラ・テクニカ高,,ソフトバンク,2004-6-26,
2114799,https://baseball.yahoo.co.jp/npb/player/2114799/top,津嘉山 憲志郎,津嘉山 憲志郎,福岡ソフトバンクホークス,137,投手,沖縄,2006年7月24日,178cm,89kg,B,右投右打,2024年,（育）7位,神戸国際大付高－ソフトバンク,神戸国際大付高,,ソフトバンク,2006-7-24,
2110160,https://baseball.yahoo.co.jp/npb/player/2110160/top,相原 雄太,相原 雄太,福岡ソフトバンクホークス,138,投手,埼玉,2002年6月16日,192cm,96kg,AB,右投右打,2024年,（育）8位,伊奈学園高－仙台大－ソフトバンク,伊奈学園高,仙台大,ソフトバンク,2002-6-16,
2103821,https://baseball.yahoo.co.jp/npb/player/2103821/top,井﨑 燦志郎,井﨑 燦志郎,福岡ソフトバンクホークス,139,投手,福岡,2004年2月9日,188cm,91kg,B,右投右打,2021年,（育）3位,福岡・福岡高－ソフトバンク,福岡・福岡高,,ソフトバンク,2004-2-9,
2050316,https://baseball.yahoo.co.jp/npb/player/2050316/top,岡田 皓一朗,岡田 皓一朗,福岡ソフトバンクホークス,140,投手,大阪,2002年6月4日,186cm,99kg,O,右投右打,2024年,（育）9位,智弁学園高（甲）－大阪商業大－ソフトバンク,智弁学園高,大阪商業大,ソフトバンク,2002-6-4,
2103716,https://baseball.yahoo.co.jp/npb/player/2103716/top,澤柳 亮太郎,澤柳 亮太郎,福岡ソフトバンクホークス,141,投手,東京,2000年3月8日,179cm,87kg,A,右投右打,2023年,5位,明学東村山高－明治学院大－ロキテクノ富山－ソフトバンク,明学東村山高,明治学院大,ソフトバンク,2000-3-8,
2103822,https://baseball.yahoo.co.jp/npb/player/2103822/top,ハモンド,ハモンド,福岡ソフトバンクホークス,145,投手,東京,2004年1月17日,192cm,86kg,O,右投右打,2021年,（育）5位,帝京五高－ソフトバンク,帝京五高,,ソフトバンク,2004-1-17,
2100207,https://baseball.yahoo.co.jp/npb/player/2100207/top,大矢 琉晟,大矢 琉晟,福岡ソフトバンクホークス,146,投手,愛知,2003年6月28日,178cm,80kg,A,右投左打,2025年,（育）3位,中京大中京高（甲）－中京大－ソフトバンク,中京大中京高,中京大,ソフトバンク,2003-6-28,
2103199,https://baseball.yahoo.co.jp/npb/player/2103199/top,山崎 琢磨,山崎 琢磨,福岡ソフトバンクホークス,148,投手,大阪,2003年11月6日,185cm,89kg,B,右投左打,2021年,（育）7位,石見智翠館高（甲）－ソフトバンク,石見智翠館高,,ソフトバンク,2003-11-6,
2117713,https://baseball.yahoo.co.jp/npb/player/2117713/top,熊谷 太雅,熊谷 太雅,福岡ソフトバンクホークス,149,投手,宮城,2006年10月17日,186cm,79kg,不明,左投左打,2024年,（育）12位,東陵高－ソフトバンク,東陵高,,ソフトバンク,2006-10-17,
